device_id,temperature,humidity,timestamp
DEV037,33.13,63.37,2026-06-06T23:39:25.607840
DEV016,22.87,75.15,2026-06-06T23:39:26.607879
DEV014,26.12,41.04,2026-06-06T23:39:27.607895
DEV014,17.13,85.64,2026-06-06T23:39:28.607901
DEV011,27.2,43.9,2026-06-06T23:39:29.607906
DEV047,34.29,81.95,2026-06-06T23:39:30.607911
DEV048,38.65,40.14,2026-06-06T23:39:31.607917
DEV042,33.49,81.11,2026-06-06T23:39:32.607922
DEV027,39.0,54.21,2026-06-06T23:39:33.607927
DEV021,27.64,87.6,2026-06-06T23:39:34.607932
DEV035,37.29,35.52,2026-06-06T23:39:35.607938
DEV032,36.52,36.96,2026-06-06T23:39:36.607943
DEV028,24.17,53.15,2026-06-06T23:39:37.607948
DEV018,22.78,81.74,2026-06-06T23:39:38.607953
DEV012,39.33,55.32,2026-06-06T23:39:39.607958
DEV008,31.94,71.34,2026-06-06T23:39:40.607964
DEV028,36.35,30.64,2026-06-06T23:39:41.607969
DEV036,37.75,64.5,2026-06-06T23:39:42.607974
DEV038,29.94,69.2,2026-06-06T23:39:43.607979
DEV049,37.93,38.65,2026-06-06T23:39:44.607985
DEV033,27.05,46.69,2026-06-06T23:39:45.607990
DEV026,31.52,39.91,2026-06-06T23:39:46.607995
DEV050,33.63,33.29,2026-06-06T23:39:47.608001
DEV020,20.17,43.0,2026-06-06T23:39:48.608006
DEV050,16.38,31.35,2026-06-06T23:39:49.608026
DEV006,26.85,38.94,2026-06-06T23:39:50.608032
DEV028,37.75,35.19,2026-06-06T23:39:51.608037
DEV021,37.72,89.88,2026-06-06T23:39:52.608042
DEV006,39.56,80.53,2026-06-06T23:39:53.608047
DEV003,35.3,31.55,2026-06-06T23:39:54.608052
DEV005,24.32,35.79,2026-06-06T23:39:55.608057
DEV015,28.46,33.55,2026-06-06T23:39:56.608062
DEV008,20.29,65.38,2026-06-06T23:39:57.608067
DEV048,35.37,31.36,2026-06-06T23:39:58.608072
DEV022,29.64,57.22,2026-06-06T23:39:59.608077
DEV021,24.48,89.08,2026-06-06T23:40:00.608093
DEV033,22.09,81.32,2026-06-06T23:40:01.608099
DEV031,38.88,83.74,2026-06-06T23:40:02.608104
DEV026,21.05,79.99,2026-06-06T23:40:03.608110
DEV020,18.4,83.43,2026-06-06T23:40:04.608116
DEV026,33.85,30.71,2026-06-06T23:40:05.608122
DEV003,23.06,51.78,2026-06-06T23:40:06.608127
DEV017,27.56,55.55,2026-06-06T23:40:07.608132
DEV038,39.31,88.47,2026-06-06T23:40:08.608137
DEV021,25.46,44.36,2026-06-06T23:40:09.608142
DEV035,18.11,51.11,2026-06-06T23:40:10.608147
DEV007,21.55,76.22,2026-06-06T23:40:11.608153
DEV016,21.63,73.13,2026-06-06T23:40:12.608171
DEV042,39.21,63.92,2026-06-06T23:40:13.608176
DEV010,39.9,72.31,2026-06-06T23:40:14.608182
DEV008,27.69,66.71,2026-06-06T23:40:15.608187
DEV038,20.53,48.85,2026-06-06T23:40:16.608205
DEV049,36.53,38.74,2026-06-06T23:40:17.608211
DEV026,37.72,55.59,2026-06-06T23:40:18.608216
DEV016,15.74,36.68,2026-06-06T23:40:19.608221
DEV006,21.87,41.99,2026-06-06T23:40:20.608226
DEV044,35.38,68.1,2026-06-06T23:40:21.608232
DEV030,18.34,57.81,2026-06-06T23:40:22.608237
DEV011,19.91,76.18,2026-06-06T23:40:23.608242
DEV038,21.46,51.17,2026-06-06T23:40:24.608247
DEV046,34.17,64.61,2026-06-06T23:40:25.608253
DEV010,34.29,56.24,2026-06-06T23:40:26.608258
DEV013,38.35,44.42,2026-06-06T23:40:27.608263
DEV015,29.47,75.84,2026-06-06T23:40:28.608269
DEV050,24.26,67.04,2026-06-06T23:40:29.608285
DEV029,32.55,47.76,2026-06-06T23:40:30.608291
DEV028,27.85,72.37,2026-06-06T23:40:31.608296
DEV011,33.1,35.27,2026-06-06T23:40:32.608303
DEV002,33.24,54.36,2026-06-06T23:40:33.608308
DEV009,28.63,60.46,2026-06-06T23:40:34.608313
DEV027,30.06,80.45,2026-06-06T23:40:35.608329
DEV018,38.46,35.06,2026-06-06T23:40:36.608334
DEV010,18.44,89.08,2026-06-06T23:40:37.608340
DEV008,38.75,89.77,2026-06-06T23:40:38.608345
DEV046,30.32,49.59,2026-06-06T23:40:39.608351
DEV005,16.69,38.81,2026-06-06T23:40:40.608357
DEV038,38.93,73.8,2026-06-06T23:40:41.608362
DEV017,18.06,88.45,2026-06-06T23:40:42.608367
DEV033,28.9,86.65,2026-06-06T23:40:43.608373
DEV028,39.22,53.42,2026-06-06T23:40:44.608379
DEV042,37.51,81.78,2026-06-06T23:40:45.608384
DEV002,22.63,41.73,2026-06-06T23:40:46.608390
DEV041,18.07,45.66,2026-06-06T23:40:47.608396
DEV049,29.59,33.69,2026-06-06T23:40:48.608401
DEV048,19.72,33.74,2026-06-06T23:40:49.608406
DEV021,21.87,61.21,2026-06-06T23:40:50.608411
DEV033,38.4,60.41,2026-06-06T23:40:51.608417
DEV002,25.54,59.96,2026-06-06T23:40:52.608422
DEV043,29.13,42.22,2026-06-06T23:40:53.608427
DEV031,16.8,63.88,2026-06-06T23:40:54.608432
DEV017,20.46,48.04,2026-06-06T23:40:55.608437
DEV005,30.36,40.73,2026-06-06T23:40:56.608443
DEV030,17.4,54.37,2026-06-06T23:40:57.608448
DEV003,39.04,84.12,2026-06-06T23:40:58.608469
DEV035,31.88,58.01,2026-06-06T23:40:59.608474
DEV039,36.7,30.96,2026-06-06T23:41:00.608479
DEV049,15.67,78.48,2026-06-06T23:41:01.608484
DEV011,32.32,50.77,2026-06-06T23:41:02.608490
DEV011,25.72,50.45,2026-06-06T23:41:03.608505
DEV038,29.04,61.7,2026-06-06T23:41:04.608511
DEV018,31.2,32.72,2026-06-06T23:41:05.608516
DEV035,35.42,78.95,2026-06-06T23:41:06.608534
DEV011,37.42,53.44,2026-06-06T23:41:07.608540
DEV040,30.07,74.25,2026-06-06T23:41:08.608545
DEV003,15.91,86.17,2026-06-06T23:41:09.608551
DEV037,18.27,60.42,2026-06-06T23:41:10.608556
DEV029,29.27,51.08,2026-06-06T23:41:11.608561
DEV034,21.75,62.9,2026-06-06T23:41:12.608566
DEV008,25.57,70.29,2026-06-06T23:41:13.608572
DEV005,28.7,82.85,2026-06-06T23:41:14.608577
DEV019,16.06,78.82,2026-06-06T23:41:15.608582
DEV043,33.84,69.14,2026-06-06T23:41:16.608587
DEV010,35.67,48.77,2026-06-06T23:41:17.608593
DEV049,24.33,61.84,2026-06-06T23:41:18.608598
DEV024,24.83,30.98,2026-06-06T23:41:19.608604
DEV020,17.74,66.85,2026-06-06T23:41:20.608609
DEV037,19.1,88.06,2026-06-06T23:41:21.608628
DEV007,36.4,47.89,2026-06-06T23:41:22.608633
DEV019,33.81,36.3,2026-06-06T23:41:23.608639
DEV029,24.66,36.03,2026-06-06T23:41:24.608645
DEV004,30.56,52.82,2026-06-06T23:41:25.608651
DEV019,39.33,89.02,2026-06-06T23:41:26.608656
DEV017,18.87,87.19,2026-06-06T23:41:27.608661
DEV040,23.18,32.24,2026-06-06T23:41:28.608667
DEV029,38.98,64.3,2026-06-06T23:41:29.608692
DEV011,37.24,77.95,2026-06-06T23:41:30.608698
DEV011,26.59,60.0,2026-06-06T23:41:31.608704
DEV027,38.44,55.45,2026-06-06T23:41:32.608735
DEV035,23.46,57.93,2026-06-06T23:41:33.608742
DEV030,26.59,70.84,2026-06-06T23:41:34.608748
DEV020,18.3,37.04,2026-06-06T23:41:35.608753
DEV034,26.49,55.0,2026-06-06T23:41:36.608759
DEV003,38.47,83.97,2026-06-06T23:41:37.608765
DEV038,30.39,54.89,2026-06-06T23:41:38.608771
DEV010,37.41,32.48,2026-06-06T23:41:39.608776
DEV036,26.38,58.71,2026-06-06T23:41:40.608782
DEV050,37.63,49.61,2026-06-06T23:41:41.608788
DEV018,29.88,38.49,2026-06-06T23:41:42.608794
DEV047,25.19,71.42,2026-06-06T23:41:43.608799
DEV035,34.87,59.82,2026-06-06T23:41:44.608818
DEV043,35.3,89.43,2026-06-06T23:41:45.608824
DEV025,20.6,32.58,2026-06-06T23:41:46.608830
DEV025,35.43,89.49,2026-06-06T23:41:47.608836
DEV026,38.52,70.8,2026-06-06T23:41:48.608841
DEV004,30.94,45.77,2026-06-06T23:41:49.608847
DEV035,18.91,66.49,2026-06-06T23:41:50.608853
DEV043,17.54,73.75,2026-06-06T23:41:51.608859
DEV013,39.75,85.69,2026-06-06T23:41:52.608865
DEV012,29.79,43.49,2026-06-06T23:41:53.608870
DEV032,15.98,52.68,2026-06-06T23:41:54.608876
DEV017,33.36,53.8,2026-06-06T23:41:55.608882
DEV045,27.7,83.65,2026-06-06T23:41:56.608903
DEV021,20.27,51.32,2026-06-06T23:41:57.608910
DEV008,33.52,56.54,2026-06-06T23:41:58.608915
DEV012,27.12,82.66,2026-06-06T23:41:59.608920
DEV007,24.29,84.47,2026-06-06T23:42:00.608926
DEV033,30.27,40.25,2026-06-06T23:42:01.608932
DEV004,17.94,84.68,2026-06-06T23:42:02.608939
DEV017,23.05,34.65,2026-06-06T23:42:03.608944
DEV046,28.61,35.26,2026-06-06T23:42:04.608950
DEV027,39.1,49.97,2026-06-06T23:42:05.608955
DEV021,27.96,46.64,2026-06-06T23:42:06.608973
DEV003,25.08,70.23,2026-06-06T23:42:07.608988
DEV033,19.5,73.67,2026-06-06T23:42:08.608993
DEV017,20.29,76.27,2026-06-06T23:42:09.608999
DEV002,34.78,76.52,2026-06-06T23:42:10.609005
DEV040,19.55,59.9,2026-06-06T23:42:11.609010
DEV039,24.55,72.97,2026-06-06T23:42:12.609015
DEV006,30.41,79.47,2026-06-06T23:42:13.609037
DEV014,15.64,50.61,2026-06-06T23:42:14.609043
DEV018,31.33,47.34,2026-06-06T23:42:15.609048
DEV044,27.43,86.49,2026-06-06T23:42:16.609053
DEV028,25.91,66.61,2026-06-06T23:42:17.609059
DEV013,19.15,55.21,2026-06-06T23:42:18.609064
DEV034,22.68,75.74,2026-06-06T23:42:19.609069
DEV022,35.18,65.27,2026-06-06T23:42:20.609074
DEV014,27.74,42.6,2026-06-06T23:42:21.609080
DEV002,22.19,30.99,2026-06-06T23:42:22.609085
DEV006,39.16,70.76,2026-06-06T23:42:23.609090
DEV008,24.3,84.47,2026-06-06T23:42:24.609095
DEV045,21.7,43.18,2026-06-06T23:42:25.609101
DEV031,26.17,40.32,2026-06-06T23:42:26.609106
DEV009,29.45,76.22,2026-06-06T23:42:27.609111
DEV001,20.33,75.51,2026-06-06T23:42:28.609117
DEV018,25.14,35.6,2026-06-06T23:42:29.609123
DEV029,32.83,85.84,2026-06-06T23:42:30.609140
DEV034,38.23,61.22,2026-06-06T23:42:31.609147
DEV021,32.61,40.66,2026-06-06T23:42:32.609152
DEV002,19.54,60.91,2026-06-06T23:42:33.609157
DEV010,19.55,34.32,2026-06-06T23:42:34.609163
DEV023,26.14,80.61,2026-06-06T23:42:35.609181
DEV006,23.54,83.48,2026-06-06T23:42:36.609187
DEV004,18.36,65.83,2026-06-06T23:42:37.609192
DEV031,18.01,87.11,2026-06-06T23:42:38.609197
DEV042,18.42,75.54,2026-06-06T23:42:39.609202
DEV019,15.58,53.39,2026-06-06T23:42:40.609208
DEV049,31.06,62.22,2026-06-06T23:42:41.609213
DEV039,29.73,76.65,2026-06-06T23:42:42.609218
DEV038,18.32,70.07,2026-06-06T23:42:43.609224
DEV015,22.6,32.38,2026-06-06T23:42:44.609229
DEV046,22.67,36.98,2026-06-06T23:42:45.609234
DEV050,37.79,51.24,2026-06-06T23:42:46.609251
DEV025,36.58,32.67,2026-06-06T23:42:47.609256
DEV021,29.19,31.04,2026-06-06T23:42:48.609261
DEV017,35.81,81.1,2026-06-06T23:42:49.609267
DEV005,30.18,39.47,2026-06-06T23:42:50.609272
DEV046,23.38,70.48,2026-06-06T23:42:51.609277
DEV016,38.89,38.26,2026-06-06T23:42:52.609283
DEV010,29.32,38.38,2026-06-06T23:42:53.609299
DEV045,21.65,40.61,2026-06-06T23:42:54.609304
DEV042,17.82,83.04,2026-06-06T23:42:55.609310
DEV010,27.18,70.25,2026-06-06T23:42:56.609315
DEV025,26.24,74.4,2026-06-06T23:42:57.609321
DEV001,15.13,85.01,2026-06-06T23:42:58.609327
DEV012,18.14,69.93,2026-06-06T23:42:59.609332
DEV005,32.63,49.06,2026-06-06T23:43:00.609337
DEV006,31.1,71.39,2026-06-06T23:43:01.609342
DEV046,32.52,56.82,2026-06-06T23:43:02.609348
DEV029,31.98,54.86,2026-06-06T23:43:03.609353
DEV047,23.54,53.08,2026-06-06T23:43:04.609359
DEV023,30.3,87.76,2026-06-06T23:43:05.609364
DEV027,15.82,59.08,2026-06-06T23:43:06.609369
DEV027,25.74,34.96,2026-06-06T23:43:07.609375
DEV043,25.42,34.6,2026-06-06T23:43:08.609380
DEV014,22.35,30.19,2026-06-06T23:43:09.609399
DEV036,17.54,50.75,2026-06-06T23:43:10.609405
DEV043,35.77,52.0,2026-06-06T23:43:11.609411
DEV023,15.59,74.71,2026-06-06T23:43:12.609417
DEV016,23.35,47.28,2026-06-06T23:43:13.609423
DEV002,16.85,48.97,2026-06-06T23:43:14.609428
DEV009,27.9,42.49,2026-06-06T23:43:15.609434
DEV026,29.73,89.2,2026-06-06T23:43:16.609451
DEV017,25.33,74.32,2026-06-06T23:43:17.609457
DEV029,20.66,59.99,2026-06-06T23:43:18.609462
DEV035,34.81,64.43,2026-06-06T23:43:19.609468
DEV032,30.1,74.14,2026-06-06T23:43:20.609474
DEV009,34.8,45.62,2026-06-06T23:43:21.609479
DEV035,15.4,80.42,2026-06-06T23:43:22.609484
DEV038,20.65,46.97,2026-06-06T23:43:23.609489
DEV011,23.33,68.9,2026-06-06T23:43:24.609494
DEV025,18.81,55.91,2026-06-06T23:43:25.609499
DEV019,21.49,39.78,2026-06-06T23:43:26.609505
DEV048,26.03,46.97,2026-06-06T23:43:27.609510
DEV025,35.02,53.95,2026-06-06T23:43:28.609516
DEV011,33.55,53.51,2026-06-06T23:43:29.609521
DEV005,31.23,74.38,2026-06-06T23:43:30.609526
DEV002,29.32,70.52,2026-06-06T23:43:31.609532
DEV023,37.79,50.98,2026-06-06T23:43:32.609537
DEV025,17.79,77.31,2026-06-06T23:43:33.609541
DEV001,38.32,56.12,2026-06-06T23:43:34.609547
DEV016,29.61,60.89,2026-06-06T23:43:35.609552
DEV017,26.82,73.71,2026-06-06T23:43:36.609569
DEV018,30.01,63.41,2026-06-06T23:43:37.609575
DEV016,37.38,48.0,2026-06-06T23:43:38.609593
DEV041,32.74,53.46,2026-06-06T23:43:39.609610
DEV021,39.09,77.13,2026-06-06T23:43:40.609615
DEV038,20.72,71.64,2026-06-06T23:43:41.609620
DEV029,28.92,39.47,2026-06-06T23:43:42.609626
DEV042,21.99,68.19,2026-06-06T23:43:43.609631
DEV048,34.85,56.0,2026-06-06T23:43:44.609636
DEV023,37.82,39.67,2026-06-06T23:43:45.609642
DEV013,17.75,35.58,2026-06-06T23:43:46.609647
DEV048,29.8,32.48,2026-06-06T23:43:47.609652
DEV014,23.7,71.25,2026-06-06T23:43:48.609657
DEV001,20.76,53.79,2026-06-06T23:43:49.609663
DEV044,22.09,61.62,2026-06-06T23:43:50.609668
DEV016,28.4,37.23,2026-06-06T23:43:51.609689
DEV029,30.87,43.36,2026-06-06T23:43:52.609696
DEV018,36.54,44.96,2026-06-06T23:43:53.609701
DEV030,15.81,78.11,2026-06-06T23:43:54.609707
DEV016,38.1,46.59,2026-06-06T23:43:55.609713
DEV032,30.37,52.44,2026-06-06T23:43:56.609718
DEV013,29.75,58.37,2026-06-06T23:43:57.609737
DEV022,36.91,51.21,2026-06-06T23:43:58.609742
DEV020,28.83,48.79,2026-06-06T23:43:59.609748
DEV040,34.54,40.22,2026-06-06T23:44:00.609754
DEV025,28.27,87.55,2026-06-06T23:44:01.609759
DEV017,17.32,77.24,2026-06-06T23:44:02.609781
DEV029,28.97,53.84,2026-06-06T23:44:03.609787
DEV029,23.2,73.13,2026-06-06T23:44:04.609792
DEV028,21.37,70.62,2026-06-06T23:44:05.609798
DEV010,38.38,70.66,2026-06-06T23:44:06.609804
DEV035,16.01,74.29,2026-06-06T23:44:07.609809
DEV008,35.76,34.48,2026-06-06T23:44:08.609815
DEV006,33.07,36.58,2026-06-06T23:44:09.609821
DEV015,37.55,55.79,2026-06-06T23:44:10.609827
DEV039,15.39,84.88,2026-06-06T23:44:11.609833
DEV035,30.19,62.96,2026-06-06T23:44:12.609852
DEV047,20.27,71.97,2026-06-06T23:44:13.609858
DEV015,29.19,49.85,2026-06-06T23:44:14.609864
DEV014,28.48,42.05,2026-06-06T23:44:15.609869
DEV019,16.5,55.15,2026-06-06T23:44:16.609875
DEV044,17.14,64.77,2026-06-06T23:44:17.609881
DEV050,18.01,79.02,2026-06-06T23:44:18.609886
DEV033,19.79,87.3,2026-06-06T23:44:19.609892
DEV009,33.38,31.33,2026-06-06T23:44:20.609897
DEV021,25.63,63.58,2026-06-06T23:44:21.609903
DEV022,36.06,34.9,2026-06-06T23:44:22.609908
DEV050,30.34,36.42,2026-06-06T23:44:23.609914
DEV018,23.14,81.36,2026-06-06T23:44:24.609920
DEV027,34.21,32.04,2026-06-06T23:44:25.609978
DEV032,20.76,51.96,2026-06-06T23:44:26.609995
DEV019,18.49,79.09,2026-06-06T23:44:27.610001
DEV001,29.73,73.03,2026-06-06T23:44:28.610007
DEV001,30.3,45.42,2026-06-06T23:44:29.610013
DEV022,16.97,71.53,2026-06-06T23:44:30.610020
DEV033,38.33,48.63,2026-06-06T23:44:31.610025
DEV030,15.69,79.62,2026-06-06T23:44:32.610031
DEV044,28.0,63.73,2026-06-06T23:44:33.610037
DEV035,30.09,56.81,2026-06-06T23:44:34.610042
DEV029,35.99,89.88,2026-06-06T23:44:35.610048
DEV031,30.99,46.18,2026-06-06T23:44:36.610053
DEV019,19.68,47.29,2026-06-06T23:44:37.610060
DEV047,39.14,55.79,2026-06-06T23:44:38.610065
DEV048,32.4,36.77,2026-06-06T23:44:39.610071
DEV015,24.92,49.7,2026-06-06T23:44:40.610077
DEV013,26.41,63.75,2026-06-06T23:44:41.610096
DEV010,22.87,79.88,2026-06-06T23:44:42.610102
DEV006,18.35,30.31,2026-06-06T23:44:43.610108
DEV039,33.43,74.84,2026-06-06T23:44:44.610114
DEV001,36.42,45.59,2026-06-06T23:44:45.610120
DEV019,33.95,86.83,2026-06-06T23:44:46.610125
DEV037,34.34,32.71,2026-06-06T23:44:47.610131
DEV031,16.61,80.33,2026-06-06T23:44:48.610148
DEV038,20.15,31.12,2026-06-06T23:44:49.610154
DEV025,36.23,82.21,2026-06-06T23:44:50.610159
DEV035,25.1,49.54,2026-06-06T23:44:51.610164
DEV033,19.52,72.34,2026-06-06T23:44:52.610170
DEV023,30.48,68.84,2026-06-06T23:44:53.610175
DEV001,21.5,66.59,2026-06-06T23:44:54.610180
DEV044,19.69,66.25,2026-06-06T23:44:55.610186
DEV019,25.5,70.86,2026-06-06T23:44:56.610191
DEV048,24.84,81.12,2026-06-06T23:44:57.610196
DEV021,39.51,54.23,2026-06-06T23:44:58.610202
DEV018,34.17,70.29,2026-06-06T23:44:59.610208
DEV045,39.09,71.49,2026-06-06T23:45:00.610213
DEV017,33.66,35.4,2026-06-06T23:45:01.610218
DEV036,23.51,73.69,2026-06-06T23:45:02.610223
DEV008,18.98,83.76,2026-06-06T23:45:03.610229
DEV025,20.75,87.89,2026-06-06T23:45:04.610234
DEV020,29.64,64.34,2026-06-06T23:45:05.610240
DEV025,29.72,68.25,2026-06-06T23:45:06.610245
DEV034,36.9,59.63,2026-06-06T23:45:07.610250
DEV049,20.53,68.47,2026-06-06T23:45:08.610256
DEV026,32.48,76.79,2026-06-06T23:45:09.610261
DEV045,17.55,77.65,2026-06-06T23:45:10.610267
DEV037,25.68,37.4,2026-06-06T23:45:11.610291
DEV050,26.85,56.62,2026-06-06T23:45:12.610297
DEV038,18.16,45.46,2026-06-06T23:45:13.610303
DEV021,35.42,61.91,2026-06-06T23:45:14.610309
DEV023,33.75,42.97,2026-06-06T23:45:15.610326
DEV018,26.16,46.37,2026-06-06T23:45:16.610342
DEV017,25.2,85.75,2026-06-06T23:45:17.610349
DEV004,23.24,37.3,2026-06-06T23:45:18.610354
DEV038,25.32,68.73,2026-06-06T23:45:19.610360
DEV047,24.36,86.74,2026-06-06T23:45:20.610365
DEV034,33.92,61.9,2026-06-06T23:45:21.610370
DEV008,32.39,38.54,2026-06-06T23:45:22.610375
DEV006,27.47,47.89,2026-06-06T23:45:23.610381
DEV016,32.17,70.26,2026-06-06T23:45:24.610386
DEV044,33.7,59.06,2026-06-06T23:45:25.610391
DEV026,33.63,58.74,2026-06-06T23:45:26.610397
DEV024,29.37,42.31,2026-06-06T23:45:27.610402
DEV039,34.53,68.03,2026-06-06T23:45:28.610408
DEV005,23.82,31.19,2026-06-06T23:45:29.610414
DEV012,35.74,72.66,2026-06-06T23:45:30.610419
DEV009,29.77,89.18,2026-06-06T23:45:31.610424
DEV002,20.04,75.49,2026-06-06T23:45:32.610429
DEV030,38.36,47.2,2026-06-06T23:45:33.610435
DEV040,35.36,47.83,2026-06-06T23:45:34.610454
DEV049,33.14,85.86,2026-06-06T23:45:35.610460
DEV047,36.74,33.93,2026-06-06T23:45:36.610465
DEV040,34.52,51.6,2026-06-06T23:45:37.610470
DEV001,17.62,73.53,2026-06-06T23:45:38.610475
DEV044,26.35,51.35,2026-06-06T23:45:39.610480
DEV029,34.8,51.04,2026-06-06T23:45:40.610486
DEV035,17.79,87.98,2026-06-06T23:45:41.610492
DEV040,18.96,53.26,2026-06-06T23:45:42.610497
DEV047,31.31,74.03,2026-06-06T23:45:43.610502
DEV031,18.09,55.56,2026-06-06T23:45:44.610522
DEV035,19.89,88.75,2026-06-06T23:45:45.610527
DEV008,36.11,34.81,2026-06-06T23:45:46.610533
DEV031,38.4,41.52,2026-06-06T23:45:47.610539
DEV033,22.19,66.87,2026-06-06T23:45:48.610544
DEV038,16.37,58.17,2026-06-06T23:45:49.610549
DEV041,39.69,84.38,2026-06-06T23:45:50.610554
DEV049,23.29,72.82,2026-06-06T23:45:51.610559
DEV023,38.2,59.76,2026-06-06T23:45:52.610565
DEV036,20.82,41.57,2026-06-06T23:45:53.610570
DEV011,21.81,57.55,2026-06-06T23:45:54.610575
DEV021,27.19,50.66,2026-06-06T23:45:55.610580
DEV002,26.58,75.91,2026-06-06T23:45:56.610586
DEV050,24.02,66.42,2026-06-06T23:45:57.610605
DEV028,15.9,46.69,2026-06-06T23:45:58.610611
DEV022,26.59,31.19,2026-06-06T23:45:59.610616
DEV048,28.64,57.23,2026-06-06T23:46:00.610621
DEV012,16.98,47.75,2026-06-06T23:46:01.610626
DEV027,29.24,54.27,2026-06-06T23:46:02.610631
DEV031,20.34,45.84,2026-06-06T23:46:03.610636
DEV020,33.29,82.03,2026-06-06T23:46:04.610642
DEV031,17.23,71.01,2026-06-06T23:46:05.610647
DEV046,27.17,44.1,2026-06-06T23:46:06.610665
DEV039,16.59,62.38,2026-06-06T23:46:07.610671
DEV015,28.16,66.53,2026-06-06T23:46:08.610696
DEV016,19.19,85.78,2026-06-06T23:46:09.610701
DEV046,38.38,76.63,2026-06-06T23:46:10.610706
DEV017,21.13,42.87,2026-06-06T23:46:11.610712
DEV001,15.92,54.23,2026-06-06T23:46:12.610717
DEV024,24.19,83.82,2026-06-06T23:46:13.610722
DEV029,23.54,70.5,2026-06-06T23:46:14.610741
DEV036,36.32,71.83,2026-06-06T23:46:15.610746
DEV039,27.65,73.28,2026-06-06T23:46:16.610756
DEV031,25.13,64.98,2026-06-06T23:46:17.610767
DEV023,33.84,40.14,2026-06-06T23:46:18.610793
DEV004,20.18,45.35,2026-06-06T23:46:19.610799
DEV013,37.21,51.11,2026-06-06T23:46:20.610814
DEV046,30.67,62.84,2026-06-06T23:46:21.610819
DEV026,33.47,86.71,2026-06-06T23:46:22.610824
DEV039,33.42,72.0,2026-06-06T23:46:23.610829
DEV006,30.47,35.89,2026-06-06T23:46:24.610834
DEV048,37.89,42.66,2026-06-06T23:46:25.610839
DEV024,32.32,65.93,2026-06-06T23:46:26.610844
DEV028,31.54,30.47,2026-06-06T23:46:27.610849
DEV005,28.78,52.1,2026-06-06T23:46:28.610854
DEV036,23.61,81.67,2026-06-06T23:46:29.610860
DEV004,27.34,87.41,2026-06-06T23:46:30.610864
DEV010,30.97,60.33,2026-06-06T23:46:31.610869
DEV044,23.55,81.79,2026-06-06T23:46:32.610874
DEV027,24.74,67.36,2026-06-06T23:46:33.610879
DEV011,22.0,34.39,2026-06-06T23:46:34.610884
DEV034,26.87,53.97,2026-06-06T23:46:35.610889
DEV032,29.82,37.76,2026-06-06T23:46:36.610894
DEV044,24.33,54.49,2026-06-06T23:46:37.610899
DEV024,15.07,45.72,2026-06-06T23:46:38.610903
DEV022,39.85,80.84,2026-06-06T23:46:39.610908
DEV036,30.76,58.61,2026-06-06T23:46:40.610913
DEV042,16.38,41.76,2026-06-06T23:46:41.610918
DEV037,36.71,88.52,2026-06-06T23:46:42.610923
DEV025,22.19,31.24,2026-06-06T23:46:43.610938
DEV026,23.45,80.39,2026-06-06T23:46:44.610943
DEV012,31.09,30.31,2026-06-06T23:46:45.610947
DEV012,28.01,43.59,2026-06-06T23:46:46.610952
DEV050,32.36,38.69,2026-06-06T23:46:47.610969
DEV044,39.13,68.14,2026-06-06T23:46:48.610974
DEV030,18.04,51.43,2026-06-06T23:46:49.610979
DEV009,22.61,82.78,2026-06-06T23:46:50.610983
DEV011,18.05,63.56,2026-06-06T23:46:51.610989
DEV028,28.36,72.91,2026-06-06T23:46:52.610993
DEV028,17.29,61.09,2026-06-06T23:46:53.610998
DEV050,37.13,71.0,2026-06-06T23:46:54.611003
DEV022,22.5,45.76,2026-06-06T23:46:55.611008
DEV015,25.72,81.88,2026-06-06T23:46:56.611027
DEV027,33.82,59.73,2026-06-06T23:46:57.611033
DEV008,24.12,43.99,2026-06-06T23:46:58.611037
DEV007,39.95,73.73,2026-06-06T23:46:59.611042
DEV038,39.12,62.78,2026-06-06T23:47:00.611047
DEV037,15.81,52.46,2026-06-06T23:47:01.611052
DEV033,39.03,35.86,2026-06-06T23:47:02.611057
DEV049,29.17,76.55,2026-06-06T23:47:03.611062
DEV015,23.18,43.43,2026-06-06T23:47:04.611067
DEV008,26.42,65.56,2026-06-06T23:47:05.611072
DEV035,36.1,59.25,2026-06-06T23:47:06.611086
DEV009,39.72,74.51,2026-06-06T23:47:07.611091
DEV042,38.64,42.81,2026-06-06T23:47:08.611096
DEV016,21.42,77.95,2026-06-06T23:47:09.611101
DEV039,25.14,47.7,2026-06-06T23:47:10.611106
DEV046,36.1,66.43,2026-06-06T23:47:11.611111
DEV049,29.4,34.82,2026-06-06T23:47:12.611116
DEV034,30.1,79.75,2026-06-06T23:47:13.611121
DEV041,32.2,70.13,2026-06-06T23:47:14.611126
DEV024,21.78,74.87,2026-06-06T23:47:15.611131
DEV027,35.87,32.33,2026-06-06T23:47:16.611135
DEV037,23.59,42.53,2026-06-06T23:47:17.611140
DEV026,34.41,72.14,2026-06-06T23:47:18.611145
DEV031,18.17,47.46,2026-06-06T23:47:19.611150
DEV026,32.83,32.39,2026-06-06T23:47:20.611155
DEV032,35.17,39.3,2026-06-06T23:47:21.611169
DEV050,31.76,68.8,2026-06-06T23:47:22.611174
DEV007,37.68,50.87,2026-06-06T23:47:23.611179
DEV027,25.97,70.44,2026-06-06T23:47:24.611184
DEV041,24.73,85.36,2026-06-06T23:47:25.611189
DEV045,19.34,30.53,2026-06-06T23:47:26.611194
